EquationID,Equation,Result,ItemID,Context,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility
x3476,386 + 426 + 856 = x3476,1668,8839,The change upset the regulars after the anesthesiologist watched the cat because the kleptomaniac defended the grandfather.,Did the change upset the regulars?,Yes,first,three,ExperienerObject,plausible
x3478,541 + 954 + 126 = x3478,1621,8840,The symptoms worried the doctor after the locksmith belittled the bride when the gambler cheated the despot.,Did the symptoms worry the doctor?,Yes,first,three,ExperienerObject,plausible
x3479,545 + 390 + 161 = x3479,1096,8840,The symptoms worried the doctor after the locksmith belittled the bride when the gambler cheated the despot.,Did the symptoms worry the doctor?,Yes,first,three,ExperienerObject,plausible
x3481,501 + 656 + 636 = x3481,1793,8841,The landscaper pursued the rancher and the puzzle agonized the student but the scavenger avoided the soothsayer.,Did the puzzle agonize the student?,Yes,second,three,ExperienerObject,plausible
x3482,360 + 827 + 215 = x3482,1402,8841,The landscaper pursued the rancher and the puzzle agonized the student but the scavenger avoided the soothsayer.,Did the puzzle agonize the student?,Yes,second,three,ExperienerObject,plausible
x3484,305 + 593 + 375 = x3484,1273,8842,The carrier infected the ex-wife and the illusion amazed the magician when the botanist accosted the senior.,Did the illusion amaze the magician?,Yes,second,three,ExperienerObject,plausible
x3485,393 + 669 + 680 = x3485,1742,8842,The carrier infected the ex-wife and the illusion amazed the magician when the botanist accosted the senior.,Did the illusion amaze the magician?,Yes,second,three,ExperienerObject,plausible
x3487,754 + 742 + 790 = x3487,2286,8843,The litigator seduced the showman and the joke amused the comedian because the acrobat beged the yodeler.,Did the joke amuse the comedian?,Yes,second,three,ExperienerObject,plausible
x3488,922 + 320 + 259 = x3488,1501,8843,The litigator seduced the showman and the joke amused the comedian because the acrobat beged the yodeler.,Did the joke amuse the comedian?,Yes,second,three,ExperienerObject,plausible
x3490,733 + 674 + 709 = x3490,2116,8844,The capitalist rejected the hiker and the decision angered the leader after the runner lashed the regular.,Did the decision anger the leader?,Yes,second,three,ExperienerObject,plausible
x3491,494 + 448 + 906 = x3491,1848,8844,The capitalist rejected the hiker and the decision angered the leader after the runner lashed the regular.,Did the decision anger the leader?,Yes,second,three,ExperienerObject,plausible
x3493,248 + 160 + 360 = x3493,768,8845,The suspect pated the psychopath but the complaint annoyed the homeowner and the heiress pinched the shrink.,Did the complaint annoy the homeowner?,Yes,second,three,ExperienerObject,plausible
x3494,628 + 988 + 641 = x3494,2257,8845,The suspect pated the psychopath but the complaint annoyed the homeowner and the heiress pinched the shrink.,Did the complaint annoy the homeowner?,Yes,second,three,ExperienerObject,plausible
x3496,964 + 630 + 230 = x3496,1824,8846,The propagandist consulted the monk but the speech aroused the activist when the senior fighted the waitress.,Did the speech arouse the activist?,Yes,second,three,ExperienerObject,plausible
x3497,621 + 137 + 337 = x3497,1095,8846,The propagandist consulted the monk but the speech aroused the activist when the senior fighted the waitress.,Did the speech arouse the activist?,Yes,second,three,ExperienerObject,plausible
x3499,667 + 650 + 763 = x3499,2080,8847,The poser intimidated the taxpayer but the discovery astonished the archaeologist because the juggler addressed the yardman.,Did the discovery astonish the archaeologist?,Yes,second,three,ExperienerObject,plausible
x3500,845 + 523 + 852 = x3500,2220,8847,The poser intimidated the taxpayer but the discovery astonished the archaeologist because the juggler addressed the yardman.,Did the discovery astonish the archaeologist?,Yes,second,three,ExperienerObject,plausible
x3502,413 + 958 + 780 = x3502,2151,8848,The messenger charmed the trooper but the monologue bored the actor after the bride wounded the reception.,Did the monologue bore the actor?,Yes,second,three,ExperienerObject,plausible
x3503,242 + 765 + 928 = x3503,1935,8848,The messenger charmed the trooper but the monologue bored the actor after the bride wounded the reception.,Did the monologue bore the actor?,Yes,second,three,ExperienerObject,plausible
x3505,967 + 627 + 429 = x3505,2023,8849,The culprit noticed the barrister when the buzz bothered the beekeeper and the mapmaker misinformed the psychologist.,Did the buzz bother the beekeeper?,Yes,second,three,ExperienerObject,plausible
x3506,338 + 919 + 976 = x3506,2233,8849,The culprit noticed the barrister when the buzz bothered the beekeeper and the mapmaker misinformed the psychologist.,Did the buzz bother the beekeeper?,Yes,second,three,ExperienerObject,plausible
x3508,485 + 995 + 927 = x3508,2407,8850,The scavenger accosted the steward when the breeze calmed the sailor but the sherpa forgived the dealer.,Did the breeze calm the sailor?,Yes,second,three,ExperienerObject,plausible
x3509,598 + 263 + 734 = x3509,1595,8850,The scavenger accosted the steward when the breeze calmed the sailor but the sherpa forgived the dealer.,Did the breeze calm the sailor?,Yes,second,three,ExperienerObject,plausible
x3511,766 + 777 + 289 = x3511,1832,8851,The hotelier victimized the auctioneer when the painting captivated the curator because the understudy intimidated the psychologist.,Did the painting captivate the curator?,Yes,second,three,ExperienerObject,plausible
x3512,513 + 271 + 313 = x3512,1097,8851,The hotelier victimized the auctioneer when the painting captivated the curator because the understudy intimidated the psychologist.,Did the painting captivate the curator?,Yes,second,three,ExperienerObject,plausible
x3514,418 + 152 + 564 = x3514,1134,8852,The encroacher smacked the gastroenterologist when the lullaby comforted the child after the socialist framed the passenger.,Did the lullaby comfort the child?,Yes,second,three,ExperienerObject,plausible
x3515,929 + 493 + 766 = x3515,2188,8852,The encroacher smacked the gastroenterologist when the lullaby comforted the child after the socialist framed the passenger.,Did the lullaby comfort the child?,Yes,second,three,ExperienerObject,plausible
x3517,297 + 955 + 782 = x3517,2034,8853,The astronaut mocked the lithographer because the equation confused the mathematician and the oracle contradicted the beautician.,Did the equation confuse the mathematician?,Yes,second,three,ExperienerObject,plausible
x3518,897 + 749 + 109 = x3518,1755,8853,The astronaut mocked the lithographer because the equation confused the mathematician and the oracle contradicted the beautician.,Did the equation confuse the mathematician?,Yes,second,three,ExperienerObject,plausible
x3520,129 + 879 + 781 = x3520,1789,8854,The contender challenged the coroner because the argument convinced the philosopher but the actuary invoiced the newcomer.,Did the argument convince the philosopher?,Yes,second,three,ExperienerObject,plausible
x3521,405 + 135 + 495 = x3521,1035,8854,The contender challenged the coroner because the argument convinced the philosopher but the actuary invoiced the newcomer.,Did the argument convince the philosopher?,Yes,second,three,ExperienerObject,plausible
x3523,848 + 469 + 143 = x3523,1460,8855,The commander spooked the zealot because the music depressed the listener when the watchmaker befuddled the senior.,Did the music depress the listener?,Yes,second,three,ExperienerObject,plausible
x3524,859 + 749 + 643 = x3524,2251,8855,The commander spooked the zealot because the music depressed the listener when the watchmaker befuddled the senior.,Did the music depress the listener?,Yes,second,three,ExperienerObject,plausible
x3526,617 + 357 + 343 = x3526,1317,8856,The chiseler welcomed the geophysicist because the critique devastated the writer after the fugitive blamed the cinematographer.,Did the critique devastate the writer?,Yes,second,three,ExperienerObject,plausible
x3527,797 + 923 + 328 = x3527,2048,8856,The chiseler welcomed the geophysicist because the critique devastated the writer after the fugitive blamed the cinematographer.,Did the critique devastate the writer?,Yes,second,three,ExperienerObject,plausible
x3529,821 + 808 + 665 = x3529,2294,8857,The manservant screamed the saxophonist after the result disappointed the coach and the jock plagiarized the sorcerer.,Did the result disappoint the coach?,Yes,second,three,ExperienerObject,plausible
x3530,740 + 363 + 313 = x3530,1416,8857,The manservant screamed the saxophonist after the result disappointed the coach and the jock plagiarized the sorcerer.,Did the result disappoint the coach?,Yes,second,three,ExperienerObject,plausible
x3532,550 + 108 + 284 = x3532,942,8858,The geologist mollified the mailman after the rejection discouraged the applicant but the opponent befuddled the authorities.,Did the rejection discourage the applicant?,Yes,second,three,ExperienerObject,plausible
x3533,919 + 708 + 827 = x3533,2454,8858,The geologist mollified the mailman after the rejection discouraged the applicant but the opponent befuddled the authorities.,Did the rejection discourage the applicant?,Yes,second,three,ExperienerObject,plausible
x3535,714 + 473 + 631 = x3535,1818,8859,The clarinetist extoled the pacifist after the litter disgusted the environmentalist because the scavenger diagnosed the screenwriter.,Did the litter disgust the environmentalist?,Yes,second,three,ExperienerObject,plausible
x3536,493 + 292 + 362 = x3536,1147,8859,The clarinetist extoled the pacifist after the litter disgusted the environmentalist because the scavenger diagnosed the screenwriter.,Did the litter disgust the environmentalist?,Yes,second,three,ExperienerObject,plausible
x3538,469 + 675 + 816 = x3538,1960,8860,The sommelier diagnosed the stableman after the noise disturbed the researcher when the interviewer assuaged the idiot.,Did the noise disturb the researcher?,Yes,second,three,ExperienerObject,plausible
x3539,126 + 791 + 717 = x3539,1634,8860,The sommelier diagnosed the stableman after the noise disturbed the researcher when the interviewer assuaged the idiot.,Did the noise disturb the researcher?,Yes,second,three,ExperienerObject,plausible
x3541,212 + 502 + 692 = x3541,1406,8861,The propagandist pated the adjuster and the art squeezed the juror but the verdict displeased the advocate.,Did the verdict displease the advocate?,Yes,third,three,ExperienerObject,plausible
