Group,ItemID,Context,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility,Item,Arithmetic,Task
G,12721,The 3 committee + agonized 9 the = decision x9961 and 3 the + orthopedist 4 stuned = the x9962 peddler 6 but + the 7 governor = tested x9963 the 6 murderer.,The,3,committee,+,agonized,9,the,=,decision,x9961,and,3,the,+,orthopedist,4,stuned,=,the,x9962,peddler,6,but,+,the,7,governor,=,tested,x9963,the,6,murderer.,*,*,*,*,*,*,*,*,Did the decision agonize the committee?,F,first,three,ExperienerObject,implausible,561,1digit_2addition,noisy-single
G,12722,The audience amazed the trick and the gangster astounded the chairman when the usurper diagnosed the translator.,The,audience,amazed,the,trick,and,the,gangster,astounded,the,chairman,when,the,usurper,diagnosed,the,translator.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the trick amaze the audience?,F,first,three,ExperienerObject,implausible,562,1digit_2addition,single
G,12661,The 6 decision + displeased 8 the = client x9721 and 9 the + investment 9 signaled = the x9722 dairyman 8 but + the 2 auctioneer = paged x9723 the 7 finn.,The,6,decision,+,displeased,8,the,=,client,x9721,and,9,the,+,investment,9,signaled,=,the,x9722,dairyman,8,but,+,the,2,auctioneer,=,paged,x9723,the,7,finn.,*,*,*,*,*,*,*,*,Did the client displease the decision?,F,first,three,ExperienerObject,plausible,581,1digit_2addition,dual
G,12662,The 6 mistake + embarrassed 3 the = presenter x9725 and 9 the + spiritual 9 encountered = the x9726 miner 4 when + the 9 character = sickened x9727 the 5 manservant.,The,6,mistake,+,embarrassed,3,the,=,presenter,x9725,and,9,the,+,spiritual,9,encountered,=,the,x9726,miner,4,when,+,the,9,character,=,sickened,x9727,the,5,manservant.,*,*,*,*,*,*,*,*,Did the presenter embarrass the mistake?,F,first,three,ExperienerObject,plausible,582,1digit_2addition,noisy-single
G,12681,The workaholic mortified the defender and the puzzle agonized the student but the milkman backed the golfer.,The,workaholic,mortified,the,defender,and,the,puzzle,agonized,the,student,but,the,milkman,backed,the,golfer.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the student agonize the puzzle?,F,second,three,ExperienerObject,plausible,601,1digit_2addition,single
G,8922,The 8 shoemaker + acknowledged 9 the = drummer x4985 and 4 the + protestor 5 challenged = the x4986 landlady 9 when + the 8 magician = amazed x4987 the 9 illusion.,The,8,shoemaker,+,acknowledged,9,the,=,drummer,x4985,and,4,the,+,protestor,5,challenged,=,the,x4986,landlady,9,when,+,the,8,magician,=,amazed,x4987,the,9,illusion.,*,*,*,*,*,*,*,*,Did the magician amaze the illusion?,J,third,three,ExperienerObject,implausible,602,1digit_2addition,dual
G,8941,The 6 advocate + displeased 9 the = verdict x5061 and 6 the + acupuncturist 2 recognized = the x5062 miller 9 but + the 4 gangster = invoiced x5063 the 8 appraiser.,The,6,advocate,+,displeased,9,the,=,verdict,x5061,and,6,the,+,acupuncturist,2,recognized,=,the,x5062,miller,9,but,+,the,4,gangster,=,invoiced,x5063,the,8,appraiser.,*,*,*,*,*,*,*,*,Did the advocate displease the verdict?,J,first,three,ExperienerObject,implausible,621,1digit_2addition,noisy-single
G,8942,The spokesperson embarrassed the blunder and the entertainer deceived the wizard when the revolutionary humiliated the spokesman.,The,spokesperson,embarrassed,the,blunder,and,the,entertainer,deceived,the,wizard,when,the,revolutionary,humiliated,the,spokesman.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the spokesperson embarrass the blunder?,J,first,three,ExperienerObject,implausible,622,1digit_2addition,single
H,11521,The 9 mechanic + assembled 1 the = engine x5141 and 7 the + wizard 7 choked = the x5142 psychologist 7 but + the 4 weatherman = advised x5143 the 4 waitress.,The,9,mechanic,+,assembled,1,the,=,engine,x5141,and,7,the,+,wizard,7,choked,=,the,x5142,psychologist,7,but,+,the,4,weatherman,=,advised,x5143,the,4,waitress.,*,*,*,*,*,*,*,*,Did the engine assemble the mechanic?,F,first,three,Transitive,plausible,1,1digit_2addition,noisy-single
H,11522,The tailor bent the wire and the pensioner relieved the typist when the impostor escorted the vagrant.,The,tailor,bent,the,wire,and,the,pensioner,relieved,the,typist,when,the,impostor,escorted,the,vagrant.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the wire bend the tailor?,F,first,three,Transitive,plausible,2,1digit_2addition,single
H,7781,The 7 stranger + reassured 2 the = storyteller x401 and 9 the + housemaid 6 exposed = the x402 obstetrician 9 but + the 1 ball = kicked x403 the 1 player.,The,7,stranger,+,reassured,2,the,=,storyteller,x401,and,9,the,+,housemaid,6,exposed,=,the,x402,obstetrician,9,but,+,the,1,ball,=,kicked,x403,the,1,player.,*,*,*,*,*,*,*,*,Did the ball kick the player?,J,third,three,Transitive,implausible,21,1digit_2addition,dual
H,7782,The 1 counterfeiter + repulsed 7 the = evangelist x405 and 4 the + restaurateur 4 singed = the x406 athlete 9 when + the 6 door = knocked x407 the 8 burglar.,The,1,counterfeiter,+,repulsed,7,the,=,evangelist,x405,and,4,the,+,restaurateur,4,singed,=,the,x406,athlete,9,when,+,the,6,door,=,knocked,x407,the,8,burglar.,*,*,*,*,*,*,*,*,Did the door knock the burglar?,J,third,three,Transitive,implausible,22,1digit_2addition,noisy-single
H,7801,The bookshelf assembled the carpenter and the publisher contradicted the shopper but the camper awed the inventor.,The,bookshelf,assembled,the,carpenter,and,the,publisher,contradicted,the,shopper,but,the,camper,awed,the,inventor.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the bookshelf assemble the carpenter?,J,first,three,Transitive,implausible,41,1digit_2addition,single
H,7722,The 6 zoologist + recognized 1 the = embalmer x165 and 2 the + deputy 2 relieved = the x166 dog 1 when + the 5 instructor = bent x167 the 9 mat.,The,6,zoologist,+,recognized,1,the,=,embalmer,x165,and,2,the,+,deputy,2,relieved,=,the,x166,dog,1,when,+,the,5,instructor,=,bent,x167,the,9,mat.,*,*,*,*,*,*,*,*,Did the instructor bend the mat?,J,third,three,Transitive,plausible,42,1digit_2addition,dual
H,7741,The 4 guy + kicked 3 the = door x241 and 6 the + pharmacist 9 defended = the x242 co-worker 7 but + the 4 socialist = deprecated x243 the 3 surgeon.,The,4,guy,+,kicked,3,the,=,door,x241,and,6,the,+,pharmacist,9,defended,=,the,x242,co-worker,7,but,+,the,4,socialist,=,deprecated,x243,the,3,surgeon.,*,*,*,*,*,*,*,*,Did the guy kick the door?,J,first,three,Transitive,plausible,61,1digit_2addition,noisy-single
H,7742,The student knocked the door and the saleslady investigated the geneticist when the electrician delighted the chiseler.,The,student,knocked,the,door,and,the,saleslady,investigated,the,geneticist,when,the,electrician,delighted,the,chiseler.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the student knock on the door?,J,first,three,Transitive,plausible,62,1digit_2addition,single
H,11761,The 3 mechanic + was 2 assembled = by x6101 the 7 engine + and 7 the = hunter x6102 followed 9 the + umpire 2 but = the x6103 suspect 2 defeated + the 6 innovator.,The,3,mechanic,+,was,2,assembled,=,by,x6101,the,7,engine,+,and,7,the,=,hunter,x6102,followed,9,the,+,umpire,2,but,=,the,x6103,suspect,2,defeated,+,the,6,innovator.,*,*,*,*,Was the engine assembled by the mechanic?,F,first,three,Passive,implausible,81,1digit_2addition,dual
H,11762,The 2 tailor + was 8 bent = by x6105 the 3 wire + and 5 the = mason x6106 exasperated 9 the + storyteller 6 when = the x6107 neighbor 2 heared + the 7 hiker.,The,2,tailor,+,was,8,bent,=,by,x6105,the,3,wire,+,and,5,the,=,mason,x6106,exasperated,9,the,+,storyteller,6,when,=,the,x6107,neighbor,2,heared,+,the,7,hiker.,*,*,*,*,Was the wire bent by the tailor?,F,first,three,Passive,implausible,82,1digit_2addition,noisy-single
H,11781,The scout peeved the heiress and the player was kicked by the ball but the mailman harassed the healer.,The,scout,peeved,the,heiress,and,the,player,was,kicked,by,the,ball,but,the,mailman,harassed,the,healer.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Was the ball kicked by the player?,F,second,three,Passive,implausible,101,1digit_2addition,single
H,11702,The 4 door + was 4 knocked = by x5865 the 2 burglar + and 2 the = striker x5866 flustered 8 the + rogue 6 when = the x5867 litigator 3 bullied + the 5 atheist.,The,4,door,+,was,4,knocked,=,by,x5865,the,2,burglar,+,and,2,the,=,striker,x5866,flustered,8,the,+,rogue,6,when,=,the,x5867,litigator,3,bullied,+,the,5,atheist.,*,*,*,*,Was the burglar knocked by the door?,F,first,three,Passive,plausible,102,1digit_2addition,dual
H,11721,The 9 heretic + tested 5 the = typist x5941 and 6 the + bookshelf 5 was = assembled x5942 by 5 the + carpenter 5 but = the x5943 petitioner 8 encountered + the 1 jeweler.,The,9,heretic,+,tested,5,the,=,typist,x5941,and,6,the,+,bookshelf,5,was,=,assembled,x5942,by,5,the,+,carpenter,5,but,=,the,x5943,petitioner,8,encountered,+,the,1,jeweler.,*,*,*,*,Was the carpenter assembled by the bookshelf?,F,second,three,Passive,plausible,121,1digit_2addition,noisy-single
H,11722,The translator complimented the husband and the mat was bent by the instructor when the shortstop derided the welder.,The,translator,complimented,the,husband,and,the,mat,was,bent,by,the,instructor,when,the,shortstop,derided,the,welder.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Was the instructor bent by the mat?,F,second,three,Passive,plausible,122,1digit_2addition,single
H,7981,The 5 guy + was 1 kicked = by x1201 the 3 door + and 4 the = rival x1202 bemused 1 the + pianist 7 but = the x1203 foreigner 6 acknowledged + the 3 weightlifter.,The,5,guy,+,was,1,kicked,=,by,x1201,the,3,door,+,and,4,the,=,rival,x1202,bemused,1,the,+,pianist,7,but,=,the,x1203,foreigner,6,acknowledged,+,the,3,weightlifter.,*,*,*,*,Was the guy kicked by the door?,J,first,three,Passive,implausible,141,1digit_2addition,dual
H,7982,The 2 student + was 2 knocked = by x1205 the 4 door + and 3 the = bodyguard x1206 humiliated 9 the + inventor 5 when = the x1207 reverent 1 escorted + the 6 dog.,The,2,student,+,was,2,knocked,=,by,x1205,the,4,door,+,and,3,the,=,bodyguard,x1206,humiliated,9,the,+,inventor,5,when,=,the,x1207,reverent,1,escorted,+,the,6,dog.,*,*,*,*,Was the student knocked by the door?,J,first,three,Passive,implausible,142,1digit_2addition,noisy-single
H,8081,The tenor victimized the entomologist and the mutineer raved the hypochondriac but the manager allocated the tasks the employees.,The,tenor,victimized,the,entomologist,and,the,mutineer,raved,the,hypochondriac,but,the,manager,allocated,the,tasks,the,employees.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the manager allocate the tasks the employees?,J,third,three,DoubleObjectConstruction,implausible,161,1digit_2addition,single
H,8002,The 9 scout + awakened 2 the = figure-skater x1285 and 2 the + lady 9 assigned = the x1286 assistant 6 the + project 4 when = the x1287 bassist 5 befuddled + the 6 dictator.,The,9,scout,+,awakened,2,the,=,figure-skater,x1285,and,2,the,+,lady,9,assigned,=,the,x1286,assistant,6,the,+,project,4,when,=,the,x1287,bassist,5,befuddled,+,the,6,dictator.,*,*,*,*,Did the lady assign the assistant the project?,J,second,three,DoubleObjectConstruction,plausible,162,1digit_2addition,dual
H,8021,The 9 instrumentalist + observed 9 the = respondent x1361 and 3 the + cheerleader 8 peeved = the x1362 weatherman 3 but + the 6 borrower = owed x1363 the 2 lender + the 2 money.,The,9,instrumentalist,+,observed,9,the,=,respondent,x1361,and,3,the,+,cheerleader,8,peeved,=,the,x1362,weatherman,3,but,+,the,6,borrower,=,owed,x1363,the,2,lender,+,the,2,money.,*,*,*,*,Did the borrower owe the lender the money?,J,third,three,DoubleObjectConstruction,plausible,181,1digit_2addition,noisy-single
H,8022,The felon contradicted the newscaster and the parishioner beated the weightlifter when the student passed the teacher the assignment.,The,felon,contradicted,the,newscaster,and,the,parishioner,beated,the,weightlifter,when,the,student,passed,the,teacher,the,assignment.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the student pass the teacher the assignment?,J,third,three,DoubleObjectConstruction,plausible,182,1digit_2addition,single
H,11961,The 8 yodeler + forgived 8 the = fieldworker x6901 and 7 the + manager 3 allocated = the x6902 budget 9 the + department 8 but = the x6903 shoemaker 5 welcomed + the 8 midwife.,The,8,yodeler,+,forgived,8,the,=,fieldworker,x6901,and,7,the,+,manager,3,allocated,=,the,x6902,budget,9,the,+,department,8,but,=,the,x6903,shoemaker,5,welcomed,+,the,8,midwife.,*,*,*,*,Did the manager allocate the department the budget?,F,second,three,DoubleObjectConstruction,implausible,201,1digit_2addition,dual
H,11962,The 3 midfielder + provoked 2 the = salesman x6905 and 3 the + teacher 1 assigned = the x6906 homework 1 the + students 5 when = the x6907 sorcerer 8 befuddled + the 5 envoy.,The,3,midfielder,+,provoked,2,the,=,salesman,x6905,and,3,the,+,teacher,1,assigned,=,the,x6906,homework,1,the,+,students,5,when,=,the,x6907,sorcerer,8,befuddled,+,the,5,envoy.,*,*,*,*,Did the teacher assign the students the homework?,F,second,three,DoubleObjectConstruction,implausible,202,1digit_2addition,noisy-single
H,11981,The steelworker astounded the photographer and the wizard signaled the obstetrician but the debtor owed the debt the creditor.,The,steelworker,astounded,the,photographer,and,the,wizard,signaled,the,obstetrician,but,the,debtor,owed,the,debt,the,creditor.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the debtor owe the creditor the debt?,F,third,three,DoubleObjectConstruction,implausible,221,1digit_2addition,single
H,11902,The 5 composer + noticed 1 the = ophthalmologist x6665 and 6 the + student 8 passed = the x6666 classmate 7 the + note 4 when = the x6667 flora 7 soothed + the 9 translator.,The,5,composer,+,noticed,1,the,=,ophthalmologist,x6665,and,6,the,+,student,8,passed,=,the,x6666,classmate,7,the,+,note,4,when,=,the,x6667,flora,7,soothed,+,the,9,translator.,*,*,*,*,Did the student pass the note the classmate?,F,second,three,DoubleObjectConstruction,plausible,222,1digit_2addition,dual
H,12001,The 6 manager + allocated 6 the = tasks x7061 to 9 the + employees 6 and = the x7062 optimist 5 teased + the 8 miser = but x7063 the 2 vagrant + goaded 6 the = goalie.,The,6,manager,+,allocated,6,the,=,tasks,x7061,to,9,the,+,employees,6,and,=,the,x7062,optimist,5,teased,+,the,8,miser,=,but,x7063,the,2,vagrant,+,goaded,6,the,=,goalie.,*,*,Did the manager allocate the employees to the tasks?,F,first,three,DativeConstruction,plausible,241,1digit_2addition,noisy-single
H,12002,The lady assigned the project to the assistant and the usher jinxed the lyricist when the janitor challenged the understudy.,The,lady,assigned,the,project,to,the,assistant,and,the,usher,jinxed,the,lyricist,when,the,janitor,challenged,the,understudy.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the lady assign the assistant to the project?,F,first,three,DativeConstruction,plausible,242,1digit_2addition,single
H,8261,The 6 physicist + interviewed 6 the = arbitrator x2321 and 6 the + cabbie 2 strangled = the x2322 shrink 8 but + the 2 borrower = owed x2323 the 5 lender + to 7 the = money x2324 .,The,6,physicist,+,interviewed,6,the,=,arbitrator,x2321,and,6,the,+,cabbie,2,strangled,=,the,x2322,shrink,8,but,+,the,2,borrower,=,owed,x2323,the,5,lender,+,to,7,the,=,money,x2324,.,Did the borrower owe the lender to the money?,J,third,three,DativeConstruction,implausible,261,1digit_2addition,dual
H,8262,The 9 trespasser + distracted 2 the = quarterback x2326 and 9 the + milkman 6 healed = the x2327 wife 4 when + the 3 student = passed x2328 the 6 teacher + to 5 the = assignment x2329 .,The,9,trespasser,+,distracted,2,the,=,quarterback,x2326,and,9,the,+,milkman,6,healed,=,the,x2327,wife,4,when,+,the,3,student,=,passed,x2328,the,6,teacher,+,to,5,the,=,assignment,x2329,.,Did the student pass the teacher to the assignment?,J,third,three,DativeConstruction,implausible,262,1digit_2addition,noisy-single
H,8281,The manager allocated the department to the budget  and the american shoved the weaver but the trustee provoked the intermediary.,The,manager,allocated,the,department,to,the,budget,and,the,american,shoved,the,weaver,but,the,trustee,provoked,the,intermediary.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the manager allocate the department to the budget?,J,first,three,DativeConstruction,implausible,281,1digit_2addition,single
H,8202,The 6 kleptomaniac + represented 6 the = spy x2085 and 2 the + linguist 8 baffled = the x2086 german 8 when + the 8 teacher = assigned x2087 the 9 homework + to 4 the = students.,The,6,kleptomaniac,+,represented,6,the,=,spy,x2085,and,2,the,+,linguist,8,baffled,=,the,x2086,german,8,when,+,the,8,teacher,=,assigned,x2087,the,9,homework,+,to,4,the,=,students.,*,*,Did the teacher assign the homework to the students?,J,third,three,DativeConstruction,plausible,282,1digit_2addition,dual
H,8221,The 3 debtor + owed 2 the = debt x2161 to 4 the + creditor 9 and = the x2162 webmaster 5 isolated + the 7 encroacher = but x2163 the 9 gourmand + compensated 2 the = figure-skater.,The,3,debtor,+,owed,2,the,=,debt,x2161,to,4,the,+,creditor,9,and,=,the,x2162,webmaster,5,isolated,+,the,7,encroacher,=,but,x2163,the,9,gourmand,+,compensated,2,the,=,figure-skater.,*,*,Did the debtor owe the debt to the creditor?,J,first,three,DativeConstruction,plausible,301,1digit_2addition,noisy-single
H,8222,The student passed the note to the classmate and the churchgoer goaded the gourmand when the welder quized the refugee.,The,student,passed,the,note,to,the,classmate,and,the,churchgoer,goaded,the,gourmand,when,the,welder,quized,the,refugee.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the student pass the note to the classmate?,J,first,three,DativeConstruction,plausible,302,1digit_2addition,single
H,12241,The 9 chef + baked 9 the = cookies x8041 the 6 child + and 4 the = motorcyclist x8042 tailgated 8 the + signatory 6 but = the x8043 psychopath 4 invoiced + the 7 protagonist.,The,9,chef,+,baked,9,the,=,cookies,x8041,the,6,child,+,and,4,the,=,motorcyclist,x8042,tailgated,8,the,+,signatory,6,but,=,the,x8043,psychopath,4,invoiced,+,the,7,protagonist.,*,*,*,*,Did the chef bake the child the cookies?,F,first,three,BenefactiveDoubleObjectConstruction,implausible,321,1digit_2addition,dual
